Filename,Original,Translate
trad_divina_commedia_inferno_3_28.csv,seminator di scandalo e di scisma,"seminato scandalo e scisma mentre vivevano,"
trad_divina_commedia_inferno_3_28.csv,"fuor vivi, e per  son fessi cos .",Ed e  per questo che qui sono stati hackerati.
trad_divina_commedia_inferno_3_28.csv,Un diavolo   qua dietro che n accisma, Un diavolo   messo l  dietro di noi
trad_divina_commedia_inferno_3_28.csv,"s  crudelmente, al taglio de la spada","che ci veste cos  crudelmente,"
trad_divina_commedia_inferno_3_28.csv,"rimettendo ciascun di questa risma,",Mettere ciascuno di questo equipaggio di nuovo alla spada
trad_divina_commedia_inferno_3_28.csv,quand avem volta la dolente strada ,Non appena avremo fatto il nostro dolce giro.
trad_divina_commedia_inferno_3_28.csv,per  che le ferite son richiuse,Per tutte le nostre ferite si sono chiuse
trad_divina_commedia_inferno_3_28.csv,prima ch altri dinanzi li rivada.,quando saremo di nuovo davanti a lui.
trad_divina_commedia_inferno_3_28.csv,"Ma tu chi se  che  n su lo scoglio muse,",Ma chi sei tu per soffermarti sul crinale?
trad_divina_commedia_inferno_3_28.csv,forse per indugiar d ire a la pena,Forse hai rimandato l andare al tormento
trad_divina_commedia_inferno_3_28.csv,ch   giudicata in su le tue accuse? .,ha pronunciato la sua stessa accusa. 
trad_divina_commedia_inferno_3_28.csv," N  morte  l giunse ancor, n  colpa  l mena ,", La morte non lo ha ancora e nemmeno la sua colpa.
trad_divina_commedia_inferno_3_28.csv,"rispuose  l mio maestro,  a tormentarlo ","condurlo al tormento,   rispose il mio padrone,"
trad_divina_commedia_inferno_3_28.csv,"ma per dar lui esper enza piena,", ma per dargli una maggiore conoscenza
trad_divina_commedia_inferno_3_28.csv,"a me, che morto son, convien menarlo"," Io, che sono morto in effetti, deve pastore lui"
trad_divina_commedia_inferno_3_28.csv,per lo  nferno qua gi  di giro in giro ,"da cerchio a cerchio, attraverso questo Inferno quaggi ."
trad_divina_commedia_inferno_3_28.csv,e quest   ver cos  com io ti parlo .,E questo   vero quanto io vi parlo. 
trad_divina_commedia_inferno_3_28.csv,"Pi  fuor di cento che, quando l udiro,","Sentindo questo, pi  di un centinaio di anime"
trad_divina_commedia_inferno_3_28.csv,s arrestaron nel fosso a riguardarmi,fermato nel fosso per fissarmi
trad_divina_commedia_inferno_3_28.csv,"per maraviglia, obl ando il martiro.","nella meraviglia, ciascuno dimenticato del suo dolore."
trad_divina_commedia_inferno_3_28.csv," Or d  a fra Dolcin dunque che s armi,"," Voi, che forse vedrete presto il sole,"
trad_divina_commedia_inferno_3_28.csv,"tu che forse vedra  il sole in breve,",Avverti Fra Dolcino di provvedere a se stesso...
trad_divina_commedia_inferno_3_28.csv,"s ello non vuol qui tosto seguitarmi,",A meno che non voglia unirsi a me qui molto presto...
trad_divina_commedia_inferno_3_28.csv,"s  di vivanda, che stretta di neve"," con scorte di viveri, affinch  l assedio della neve"
trad_divina_commedia_inferno_3_28.csv,"non rechi la vittoria al Noarese,",consegnare il Novarese la vittoria
trad_divina_commedia_inferno_3_28.csv,ch altrimenti acquistar non saria leve .,non altrimenti cos  facile da raggiungere. 
trad_divina_commedia_inferno_3_28.csv,"Poi che l un pi  per girsene sospese,","Un piede alzato, fermato a met  strada,"
trad_divina_commedia_inferno_3_28.csv,M ometto mi disse esta parola ,Maometto pronunci  queste parole 
trad_divina_commedia_inferno_3_28.csv,indi a partirsi in terra lo distese.,"poi calando quel piede, and  per la sua strada."
trad_divina_commedia_inferno_3_28.csv,"Un altro, che forata avea la gola","Un altro, con la gola trafitta"
trad_divina_commedia_inferno_3_28.csv,"e tronco  l naso infin sotto le ciglia,","e il naso hackerato proprio dove iniziano le sopracciglia,"
trad_divina_commedia_inferno_3_28.csv,"e non avea mai ch una orecchia sola,","e un solo orecchio rimasto sulla sua testa,"
trad_divina_commedia_inferno_3_28.csv,ristato a riguardar per maraviglia,fermato con il resto di loro a gape in meraviglia
trad_divina_commedia_inferno_3_28.csv,"con li altri, innanzi a li altri apr  la canna,","e, prima che gli altri lo facessero, apr  la trachea,"
trad_divina_commedia_inferno_3_28.csv,"ch era di fuor d ogne parte vermiglia,","scarlatto sul lato della pelle com era,"
trad_divina_commedia_inferno_3_28.csv,e disse   O tu cui colpa non condanna,per dire   O voi che non condannate la colpa
trad_divina_commedia_inferno_3_28.csv,"e cu  io vidi in su terra latina,","e che ho visto in alto in Italia,"
trad_divina_commedia_inferno_3_28.csv,"se troppa simiglianza non m inganna,","se nella tua somiglianza non sono ingannato,"
trad_divina_commedia_inferno_3_28.csv,"rimembriti di Pier da Medicina,",  Dovresti mai piu  rivedere quella dolce pianura  
trad_divina_commedia_inferno_3_28.csv,se mai torni a veder lo dolce piano,"che scende da Vercelli fino a Marcab ,"
trad_divina_commedia_inferno_3_28.csv,che da Vercelli a Marcab  dichina.,per Pier da Medicina risparmia un pensiero.
trad_divina_commedia_inferno_3_28.csv,"E fa sapere a  due miglior da Fano,",E fate sapere ai due capi di Fano 
trad_divina_commedia_inferno_3_28.csv,"a messer Guido e anco ad Angiolello,","sia il messer Guido che Angiolello,"
trad_divina_commedia_inferno_3_28.csv,"che, se l antiveder qui non   vano,","che, a meno che la nostra lungimiranza qui non sia vana,"
trad_divina_commedia_inferno_3_28.csv,gittati saran fuor di lor vasello, attraverso il tradimento di un brutale tiranno 
trad_divina_commedia_inferno_3_28.csv,e mazzerati presso a la Cattolica,nei pressi di La Cattolica saranno tosati
trad_divina_commedia_inferno_3_28.csv,per tradimento d un tiranno fello.,fuori dalla loro nave con pesi per affondarli.
trad_divina_commedia_inferno_3_28.csv,Tra l isola di Cipri e di Maiolica, Tra le isole di Cipro e Maiorca
trad_divina_commedia_inferno_3_28.csv,"non vide mai s  gran fallo Nettuno,","Nettuno non ha mai assistito a un crimine cos  terribile,"
trad_divina_commedia_inferno_3_28.csv,"non da pirate, non da gente argolica.",se uno commesso da pirati o da Greci.
trad_divina_commedia_inferno_3_28.csv,"Quel traditor che vede pur con l uno,"," Quel traditore, che vede attraverso un solo occhio"
trad_divina_commedia_inferno_3_28.csv,e tien la terra che tale qui meco,e governa la citt  che un altro quaggi  con me
trad_divina_commedia_inferno_3_28.csv,"vorrebbe di vedere esser digiuno,","si compiacerebbe di non aver mai visto,"
trad_divina_commedia_inferno_3_28.csv,far  venirli a parlamento seco ,Gli uomini di Fano verranno a parlare.
trad_divina_commedia_inferno_3_28.csv,"poi far  s , ch al vento di Focara","e si occuper  cos  di loro che, per controllare"
trad_divina_commedia_inferno_3_28.csv,non sar  lor mestier voto n  preco .,"Il vento di Focara, non avranno bisogno di voti o preghiere. "
trad_divina_commedia_inferno_3_28.csv,"E io a lui   Dimostrami e dichiara,","E io   Indicami e fallo conoscere,"
trad_divina_commedia_inferno_3_28.csv,"se vuo  ch i  porti s  di te novella,","se mi facessi portare notizie di te di sopra,"
trad_divina_commedia_inferno_3_28.csv,chi   colui da la veduta amara .,colui al quale la vista di quella citt  era amara. 
trad_divina_commedia_inferno_3_28.csv,Allor puose la mano a la mascella,Poi ha posato la mano sulla mascella
trad_divina_commedia_inferno_3_28.csv,"d un suo compagno e la bocca li aperse,","di uno dei suoi compagni, sbranato le sue labbra,"
trad_divina_commedia_inferno_3_28.csv,"gridando   Questi   desso, e non favella.","e grid    Questo   lui, ma non parla."
trad_divina_commedia_inferno_3_28.csv,"Questi, scacciato, il dubitar sommerse"," Beato, disseppell  il dubbio in Cesare,"
trad_divina_commedia_inferno_3_28.csv,"in Cesare, affermando che  l fornito","affermando che, ad un uomo preparato,"
trad_divina_commedia_inferno_3_28.csv,sempre con danno l attender sofferse .,Il ritardo   sempre stato dannoso. 
trad_divina_commedia_inferno_3_28.csv,Oh quanto mi pareva sbigottito,"Ah, quanto mi sembrava angosciato,"
trad_divina_commedia_inferno_3_28.csv,con la lingua tagliata ne la strozza,"la sua lingua tagliata in fondo alla gola,"
trad_divina_commedia_inferno_3_28.csv,"Cur o, ch a dir fu cos  ardito!","Curio, che era stato cos  audace nel discorso!"
trad_divina_commedia_inferno_3_28.csv,"E un ch avea l una e l altra man mozza,","E poi un altro a cui erano state tagliate le mani,"
trad_divina_commedia_inferno_3_28.csv,"levando i moncherin per l aura fosca,",alzando i suoi ceppi nell aria torbida
trad_divina_commedia_inferno_3_28.csv,"s  che  l sangue facea la faccia sozza,","in modo che il sangue di loro si infastidisse il volto,"
trad_divina_commedia_inferno_3_28.csv,"grid    Ricordera ti anche del Mosca,","grid    Certamente ricorderai anche Mosca,"
trad_divina_commedia_inferno_3_28.csv,"che disse, lasso!,  Capo ha cosa fatta ,",che dicevano   Un atto compiuto trova il suo scopo. 
trad_divina_commedia_inferno_3_28.csv,che fu mal seme per la gente tosca .,Per la Toscana era un seme malvagio. 
trad_divina_commedia_inferno_3_28.csv,E io li aggiunsi   E morte di tua schiatta  ," E la morte al vostro proprio stock,  ho aggiunto allora."
trad_divina_commedia_inferno_3_28.csv,"per ch elli, accumulando duol con duolo,","A quel punto, un dolore si accumul  su un altro,"
trad_divina_commedia_inferno_3_28.csv,sen gio come persona trista e matta.,"L ha fatta scappare, come un uomo in preda al dolore."
trad_divina_commedia_inferno_3_28.csv,"Ma io rimasi a riguardar lo stuolo,",Ma sono rimasto a guardare la truppa.
trad_divina_commedia_inferno_3_28.csv,"e vidi cosa ch io avrei paura,",e vide una cosa che avrei odiato
trad_divina_commedia_inferno_3_28.csv,"sanza pi  prova, di contarla solo ","per citare senza ulteriori prove,"
trad_divina_commedia_inferno_3_28.csv,"se non che cosc enza m assicura,","se non fossi confortato dalla coscienza,"
trad_divina_commedia_inferno_3_28.csv,la buona compagnia che l uom francheggia,l amico del seno che fortifica un uomo
trad_divina_commedia_inferno_3_28.csv,sotto l asbergo del sentirsi pura.,sotto l armatura di un cuore onesto.
trad_divina_commedia_inferno_3_28.csv,"Io vidi certo, e ancor par ch io  l veggia,","Ho visto davvero, e mi sembra di vederlo ancora,"
trad_divina_commedia_inferno_3_28.csv,un busto sanza capo andar s  come,un corpo senza testa fa la sua strada
trad_divina_commedia_inferno_3_28.csv,andavan li altri de la trista greggia ,come tutti gli altri in quel triste gregge.
trad_divina_commedia_inferno_3_28.csv,"e  l capo tronco tenea per le chiome,",E per i suoi capelli teneva la sua testa mozzata
trad_divina_commedia_inferno_3_28.csv,pesol con mano a guisa di lanterna ,Gli dondolava in mano come se fosse una lanterna.
trad_divina_commedia_inferno_3_28.csv,e quel mirava noi e dicea   Oh me! .,La testa ci fissava e diceva   Guai!. 
trad_divina_commedia_inferno_3_28.csv,"Di s  facea a s  stesso lucerna,","Di se stesso si fece una lampada,"
trad_divina_commedia_inferno_3_28.csv,ed eran due in uno e uno in due ,ed erano due in uno e uno in due.
trad_divina_commedia_inferno_3_28.csv,"com esser pu , quei sa che s  governa.",Come pu  essere questo Egli sa chi lo ordina.
trad_divina_commedia_inferno_3_28.csv,"Quando diritto al pi  del ponte fue,",Quando era ai piedi del ponte
trad_divina_commedia_inferno_3_28.csv,lev   l braccio alto con tutta la testa,"Alz  il braccio in alto e, con esso, quella testa,"
trad_divina_commedia_inferno_3_28.csv,"per appressarne le parole sue,",in modo da far suonare le sue parole pi  distinte 
trad_divina_commedia_inferno_3_28.csv,"che fuoro   Or vedi la pena molesta,"," Tu, che vedi i morti con il respiro ancora nel tuo corpo,"
trad_divina_commedia_inferno_3_28.csv,"tu che, spirando, vai veggendo i morti ",Guarda la mia dolorosa punizione.
trad_divina_commedia_inferno_3_28.csv,vedi s alcuna   grande come questa.,C e  qualcos altro di terribile?
trad_divina_commedia_inferno_3_28.csv,"E perch  tu di me novella porti,","Cosi  potrai riportare la notizia di me,"
trad_divina_commedia_inferno_3_28.csv,"sappi ch i  son Bertram dal Bornio, quelli",Sappiate che sono io Bertran de Born.
trad_divina_commedia_inferno_3_28.csv,che diedi al re giovane i ma  conforti.,che ha esortato il giovane re con cattivo consiglio.
trad_divina_commedia_inferno_3_28.csv,Io feci il padre e  l figlio in s  ribelli , Padre e figlio ho deciso di inimicizia.
trad_divina_commedia_inferno_3_29.csv,La molta gente e le diverse piaghe,Le tante persone e le loro terribili ferite
trad_divina_commedia_inferno_3_29.csv,"avean le luci mie s  inebr ate,",ha fatto cos  inebriare i miei occhi
trad_divina_commedia_inferno_3_29.csv,che de lo stare a piangere eran vaghe.,che sono stato spostato a soffermarmi l  e piangere.
trad_divina_commedia_inferno_3_29.csv,Ma Virgilio mi disse   Che pur guate?,Ma Virgil disse   Cosa stai fissando?
trad_divina_commedia_inferno_3_29.csv,perch  la vista tua pur si soffolge,Perch  il tuo sguardo   cos  fisso sulle profondit 
trad_divina_commedia_inferno_3_29.csv,l  gi  tra l ombre triste smozzicate?,che tengono quelle ombre luttuose e mutilate?
trad_divina_commedia_inferno_3_29.csv,Tu non hai fatto s  a l altre bolge ,  Non l hai fatto nelle altre fosse.
trad_divina_commedia_inferno_3_29.csv,"pensa, se tu annoverar le credi,","Nel caso abbiate intenzione di contare i peccatori uno per uno,"
trad_divina_commedia_inferno_3_29.csv,che miglia ventidue la valle volge.,Pensa  questo cerchio vuoto ventidue miglia intorno.
trad_divina_commedia_inferno_3_29.csv,E gi  la luna   sotto i nostri piedi ,La luna   gi  sotto i nostri piedi.
trad_divina_commedia_inferno_3_29.csv,"lo tempo   poco omai che n   concesso,",Il tempo che ci   stato assegnato scade presto
trad_divina_commedia_inferno_3_29.csv,e altro   da veder che tu non vedi .,e c   pi  da vedere di quello che vedete qui. 
trad_divina_commedia_inferno_3_29.csv," Se tu avessi , rispuos io appresso,"," Se avessi capito,  ho risposto in fretta,"
trad_divina_commedia_inferno_3_29.csv," atteso a la cagion per ch io guardava,"," il motivo della mia stretta ispezione,"
trad_divina_commedia_inferno_3_29.csv,forse m avresti ancor lo star dimesso .,Forse mi avresti lasciato stare l  pi  a lungo. 
trad_divina_commedia_inferno_3_29.csv,"Parte sen giva, e io retro li andava,","Mentre la mia guida andava avanti,"
trad_divina_commedia_inferno_3_29.csv,"lo duca, gi  faccendo la risposta,","con me, intento alla mia risposta, dietro di lui."
trad_divina_commedia_inferno_3_29.csv,e soggiugnendo   Dentro a quella cava,E poi ho aggiunto   Dentro quel buco
trad_divina_commedia_inferno_3_29.csv,"dov io tenea or li occhi s  a posta,"," dove avevo fissato lo sguardo, credo di aver visto"
trad_divina_commedia_inferno_3_29.csv,credo ch un spirto del mio sangue pianga,qualcuno del mio sangue si lamenta
trad_divina_commedia_inferno_3_29.csv,la colpa che l  gi  cotanto costa .,il peccato che laggi  costa tanto caro. 
trad_divina_commedia_inferno_3_29.csv,Allor disse  l maestro   Non si franga,Allora il padrone disse   Colpisci la tua mente
trad_divina_commedia_inferno_3_29.csv,lo tuo pensier da qui innanzi sovr ello.,Non piu  per colpa sua.
trad_divina_commedia_inferno_3_29.csv,"Attendi ad altro, ed ei l  si rimanga ","Trasformalo in altre cose e lascialo essere,"
trad_divina_commedia_inferno_3_29.csv,ch io vidi lui a pi  del ponticello,"Perche  l ho visto li  sotto il ponte,"
trad_divina_commedia_inferno_3_29.csv,"mostrarti e minacciar forte col dito,","puntando il dito contro di te, feroce di minacce,"
trad_divina_commedia_inferno_3_29.csv,e udi   l nominar Geri del Bello.,E l ho sentito chiamare Geri del Bello.
trad_divina_commedia_inferno_3_29.csv,Tu eri allor s  del tutto impedito,  Solo allora eri cosi  assorto  
trad_divina_commedia_inferno_3_29.csv,"sovra colui che gi  tenne Altaforte,",in colui che un tempo era signore di Hautefort
trad_divina_commedia_inferno_3_29.csv,"che non guardasti in l , s  fu partito .",Non hai guardato in quel modo prima che il tuo parente se ne andasse. 
trad_divina_commedia_inferno_3_29.csv," O duca mio, la v olenta morte"," O mio capo, la morte violenta che   morto,"
trad_divina_commedia_inferno_3_29.csv,"che non li   vendicata ancor , diss io,",per i quali non   stata ancora presa alcuna vendetta. 
trad_divina_commedia_inferno_3_29.csv," per alcun che de l onta sia consorte,","Ho detto,  da qualsiasi persona partner per la sua vergogna,"
trad_divina_commedia_inferno_3_29.csv,fece lui disdegnoso  ond el sen gio,E  per questo che se n e  andato.
trad_divina_commedia_inferno_3_29.csv,"sanza parlarmi, s  com  o estimo ",senza rivolgermi... o almeno cosi  penso...
trad_divina_commedia_inferno_3_29.csv,e in ci  m ha el fatto a s  pi  pio .,e perch  mi ha fatto pi  compassione di lui. 
trad_divina_commedia_inferno_3_29.csv,Cos  parlammo infino al loco primo,Cos  abbiamo continuato a parlare fino a raggiungere
trad_divina_commedia_inferno_3_29.csv,"che de lo scoglio l altra valle mostra,",il primo punto sulla cresta che avrebbe potuto mostrare
trad_divina_commedia_inferno_3_29.csv,"se pi  lume vi fosse, tutto ad imo.","il fondo della fossa successiva, se ci fosse stata pi  luce."
trad_divina_commedia_inferno_3_29.csv,Quando noi fummo sor l ultima chiostra,Quando siamo stati sopra il chiostro finale
trad_divina_commedia_inferno_3_29.csv,"di Malebolge, s  che i suoi conversi",di Malebolge e tutti i suoi fratelli laici
trad_divina_commedia_inferno_3_29.csv,"potean parere a la veduta nostra,","  diventato discernibile per noi,"
trad_divina_commedia_inferno_3_29.csv,"lamenti saettaron me diversi,","strane frecce di lamento, i loro alberi,"
trad_divina_commedia_inferno_3_29.csv,che di piet  ferrati avean li strali ,"con piet  alle loro mance, mi trafisse,"
trad_divina_commedia_inferno_3_29.csv,ond io li orecchi con le man copersi.,cos  ho premuto le mani contro le orecchie.
trad_divina_commedia_inferno_3_29.csv,"Qual dolor fora, se de li spedali",Se il contagio di ogni ospedale
trad_divina_commedia_inferno_3_29.csv,di Valdichiana tra  l luglio e  l settembre,"in Valdichiana, da luglio a settembre,"
trad_divina_commedia_inferno_3_29.csv,e di Maremma e di Sardigna i mali,"e nella Maremma e in Sardegna,"
trad_divina_commedia_inferno_3_29.csv,"fossero in una fossa tutti  nsembre,","in un fosso malarico, tale sofferenza"
trad_divina_commedia_inferno_3_29.csv,"tal era quivi, e tal puzzo n usciva",era in quel posto. E da esso   aumentato
trad_divina_commedia_inferno_3_29.csv,qual suol venir de le marcite membre.,la puzza degli arti infestanti.
trad_divina_commedia_inferno_3_29.csv,Noi discendemmo in su l ultima riva,"Siamo scesi, sempre alla nostra sinistra, e abbiamo raggiunto"
trad_divina_commedia_inferno_3_29.csv,"del lungo scoglio, pur da man sinistra ",l ultima banca della lunga falesia.
trad_divina_commedia_inferno_3_29.csv,e allor fu la mia vista pi  viva,E poi i miei occhi potrebbero avere una vista migliore.
trad_divina_commedia_inferno_3_29.csv,"gi  ver  lo fondo, l   ve la ministra","nella fossa, l  dove il ministro"
trad_divina_commedia_inferno_3_29.csv,de l alto Sire infallibil giustizia,"di Dio in alto, infallibile giustizia, punisce"
trad_divina_commedia_inferno_3_29.csv,punisce i falsador che qui registra.,i falsari che lei registra qui.
trad_divina_commedia_inferno_3_29.csv,Non credo ch a veder maggior tristizia,Penso che non avrebbe potuto essere piu  doloroso.
trad_divina_commedia_inferno_3_29.csv,"fosse in Egina il popol tutto infermo,","per vedere il popolo di Egina colpito,"
trad_divina_commedia_inferno_3_29.csv,"quando fu l aere s  pien di malizia,",con tale corruzione nell aria
trad_divina_commedia_inferno_3_29.csv,"che li animali, infino al picciol vermo,","che ogni animale, anche il pi  piccolo verme,"
trad_divina_commedia_inferno_3_29.csv,"cascaron tutti, e poi le genti antiche,","perirono, e, pi  tardi, come i poeti tengono per certo,"
trad_divina_commedia_inferno_3_29.csv,"secondo che i poeti hanno per fermo,","questi antichi popoli sono stati ristabiliti in vita,"
trad_divina_commedia_inferno_3_29.csv,si ristorar di seme di formiche ,nati dalle uova delle formiche...
trad_divina_commedia_inferno_3_29.csv,ch era a veder per quella oscura valle,"nessun pi  grande dolore, che in quella triste valle"
trad_divina_commedia_inferno_3_29.csv,languir li spirti per diverse biche.,"per vedere quegli spiriti, ammassati l uno sull altro, languinti."
trad_divina_commedia_inferno_3_29.csv,Qual sovra  l ventre e qual sovra le spalle,Alcuni giacciono sul ventre o sulle spalle
trad_divina_commedia_inferno_3_29.csv,"l un de l altro giacea, e qual carpone","di altri, altri ancora trascinati se stessi"
trad_divina_commedia_inferno_3_29.csv,si trasmutava per lo tristo calle.,su mani e ginocchia lungo quel sentiero cupo.
trad_divina_commedia_inferno_3_29.csv,"Passo passo andavam sanza sermone,","Passo dopo passo siamo andati avanti in silenzio,"
trad_divina_commedia_inferno_3_29.csv,"guardando e ascoltando li ammalati,","guardando e ascoltando gli spiriti colpiti,"
trad_divina_commedia_inferno_3_29.csv,che non potean levar le lor persone.,che non potevano sollevare i loro corpi dal suolo.
trad_divina_commedia_inferno_3_29.csv,"Io vidi due sedere a s  poggiati,","Due che ho visto seduti, propinati l uno contro l altro"
trad_divina_commedia_inferno_3_29.csv,"com a scaldar si poggia tegghia a tegghia,","come le padelle sono preparate per riscaldarsi prima del fuoco,"
trad_divina_commedia_inferno_3_29.csv,dal capo al pi  di schianze macolati ,ognuno di loro macchiato con croste dalla testa ai piedi.
trad_divina_commedia_inferno_3_29.csv,e non vidi gi  mai menare stregghia,E non ho mai visto un ragazzo stabile.
trad_divina_commedia_inferno_3_29.csv,"a ragazzo aspettato dal segnorso,","con il suo padrone in attesa, n  la giovinezza il cui lavoro"
trad_divina_commedia_inferno_3_29.csv,"n  a colui che mal volontier vegghia,","lo tiene lontano dal sonno, posa il suo curry comba"
trad_divina_commedia_inferno_3_29.csv,come ciascun menava spesso il morso,Piu  in fretta di quanto ognuno si sia graffiato le unghie.
trad_divina_commedia_inferno_3_29.csv,de l unghie sopra s  per la gran rabbia,"sulla sua pelle a causa di quel prurito pazzo,"
trad_divina_commedia_inferno_3_29.csv,"del pizzicor, che non ha pi  soccorso ","che non conosce altro rimedio,"
trad_divina_commedia_inferno_3_29.csv,"e s  traevan gi  l unghie la scabbia,",e le loro unghie strapparono i crumiri
trad_divina_commedia_inferno_3_29.csv,come coltel di scardova le scaglie,come un coltello strisce scale da orata
trad_divina_commedia_inferno_3_29.csv,o d altro pesce che pi  larghe l abbia.,o altri pesci con squame ancora pi  grandi.
trad_divina_commedia_inferno_3_29.csv," O tu che con le dita ti dismaglie ,"," Tu l , spogliando la tua giacca di posta, "
trad_divina_commedia_inferno_3_29.csv,"cominci   l duca mio a l un di loro,","ha cominciato il mio capo, rivolgendosi ad uno di loro,"
trad_divina_commedia_inferno_3_29.csv," e che fai d esse talvolta tanaglie,"," e a volte fare pinzatrici delle tue dita,"
trad_divina_commedia_inferno_3_29.csv,dinne s alcun Latino   tra costoro,"Ci dica se, tra quelli che si sono riuniti qui,"
trad_divina_commedia_inferno_3_29.csv,"che son quinc entro, se l unghia ti basti","alcuni sono italiani, cos  che le vostre unghie"
trad_divina_commedia_inferno_3_29.csv,etternalmente a cotesto lavoro .,per tutta l eternit  vi accompagner  in questo compito. 
trad_divina_commedia_inferno_3_29.csv," Latin siam noi, che tu vedi s  guasti"," Noi che vedete cos  maledetti siamo italiani, "
trad_divina_commedia_inferno_3_29.csv,"qui ambedue , rispuose l un piangendo ","rispose uno di loro, attraverso le sue lacrime,"
trad_divina_commedia_inferno_3_29.csv, ma tu chi se  che di noi dimandasti? .,"  Ma tu chi sei, che ci chiedi?"
trad_divina_commedia_inferno_3_29.csv,E  l duca disse   I  son un che discendo,E il mio capo   Io sono uno che fa la sua strada
trad_divina_commedia_inferno_3_29.csv,"con questo vivo gi  di balzo in balzo,",con quest uomo vivo dal cornicione al cornicione.
trad_divina_commedia_inferno_3_29.csv,e di mostrar lo  nferno a lui intendo .,E la mia intenzione   mostrargli l Inferno. 
trad_divina_commedia_inferno_3_29.csv,Allor si ruppe lo comun rincalzo ,Hanno smesso di sostenersi l un l altro
trad_divina_commedia_inferno_3_29.csv,e tremando ciascuno a me si volse,"e ciascuno, tremante, si volt  nella mia direzione,"
trad_divina_commedia_inferno_3_29.csv,con altri che l udiron di rimbalzo.,come hanno fatto gli altri che hanno sentito quelle parole.
trad_divina_commedia_inferno_3_29.csv,"Lo buon maestro a me tutto s accolse,","Il buon padrone mi si avvicin ,"
trad_divina_commedia_inferno_3_29.csv,dicendo   D  a lor ci  che tu vuoli  ,dicendo   Di  loro quello che vuoi. 
trad_divina_commedia_inferno_3_29.csv,"e io incominciai, poscia ch ei volse ","E cominciai, poich  questo era stato il suo desiderio "
trad_divina_commedia_inferno_3_29.csv, Se la vostra memoria non s imboli,Cosi  che la tua memoria non svanisca.
trad_divina_commedia_inferno_3_29.csv,"nel primo mondo da l umane menti,",dalle menti degli uomini nel mondo di sopra
trad_divina_commedia_inferno_3_29.csv,"ma s ella viva sotto molti soli,","ma vivete ancora per molti soli a venire,"
trad_divina_commedia_inferno_3_29.csv,ditemi chi voi siete e di che genti ,Dimmi chi sei e da dove vieni.
trad_divina_commedia_inferno_3_29.csv,la vostra sconcia e fastidiosa pena,Non lasciate che il vostro tormento orribile e disgustoso
trad_divina_commedia_inferno_3_29.csv,di palesarvi a me non vi spaventi .,impedire che tu mi dica i tuoi nomi. 
trad_divina_commedia_inferno_3_29.csv," Io fui d Arezzo, e Albero da Siena ,",E uno di loro rispose   Ero di Arezzo.
trad_divina_commedia_inferno_3_29.csv,"rispuose l un,  mi f  mettere al foco ",L Albero di Siena mi ha fatto bruciare vivo.
trad_divina_commedia_inferno_3_29.csv,ma quel per ch io mori  qui non mi mena.,Ma quello per cui sono morto non mi porta qui.
trad_divina_commedia_inferno_3_29.csv,"Vero   ch i  dissi lui, parlando a gioco ",  E  vero che gli ho detto in scherzo 
trad_divina_commedia_inferno_3_29.csv, I  mi saprei levar per l aere a volo  , So come alzarmi in aria e volare! 
trad_divina_commedia_inferno_3_29.csv,"e quei, ch avea vaghezza e senno poco,","E colui che aveva la volont  ma non l intelligenza,"
trad_divina_commedia_inferno_3_29.csv,volle ch i  li mostrassi l arte  e solo,Mi ha chiesto di mostrargli come fare.
trad_divina_commedia_inferno_3_29.csv,"perch io nol feci Dedalo, mi fece","Non sono riuscito a farlo diventare Dedalo, mi ha fatto preparare"
trad_divina_commedia_inferno_3_29.csv,ardere a tal che l avea per figliuolo.,in fiamme da uno che lo prese come suo figlio.
trad_divina_commedia_inferno_3_29.csv,Ma ne l ultima bolgia de le diece,"Ma Minos, incapace di sbagliare,"
trad_divina_commedia_inferno_3_29.csv,me per l alch mia che nel mondo usai,mi ha dannato fino all ultimo di questi dieci fossi
trad_divina_commedia_inferno_3_29.csv,"dann  Min s, a cui fallar non lece .",per l alchimia che ho praticato nel mondo. 
trad_divina_commedia_inferno_3_29.csv,E io dissi al poeta   Or fu gi  mai,E io dissi al poeta   E  mai stato un popolo
trad_divina_commedia_inferno_3_29.csv,gente s  vana come la sanese?,Fatui come i senesi?
trad_divina_commedia_inferno_3_29.csv,Certo non la francesca s  d assai! .,"Perch , nemmeno i francesi possono abbinarli!. "
trad_divina_commedia_inferno_3_29.csv,"Onde l altro lebbroso, che m intese,","L altro lebbroso, ascoltandomi,"
trad_divina_commedia_inferno_3_29.csv,rispuose al detto mio   Tra mene Stricca,"rispose   Eccetto, naturalmente per Stricca   "
trad_divina_commedia_inferno_3_29.csv,"che seppe far le temperate spese,",Sapeva moderare la sua spesa...
trad_divina_commedia_inferno_3_29.csv,e Niccol  che la costuma ricca,E per Niccol ... il primo ad aver ideato...
trad_divina_commedia_inferno_3_29.csv,del garofano prima discoverse,"un uso costoso per chiodi di garofano,"
trad_divina_commedia_inferno_3_29.csv,ne l orto dove tal seme s appicca ,l  nel giardino dove questi semi si radicano...
trad_divina_commedia_inferno_3_29.csv,e tra ne la brigata in che disperse, e per quella banda nella cui compagnia
trad_divina_commedia_inferno_3_29.csv,"Caccia d Ascian la vigna e la gran fonda,",Caccia d Asciano sperper  i suoi vigneti
